"","name","phone","addr","loc","link"
"691","Staybridge Suites Washington D.C. - Greenbelt","(240) 616-2739","10500 Eastgate Dr","Lanham, MD 20706","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=wasug&_PMID=99601036&cm_mmc=ypm"
"698","Crowne Plaza College Park - Washington DC","(240) 616-2598","6400 Ivy Ln","Greenbelt, MD 20770","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=wasgm&_PMID=99601036&cm_mmc=ypm"
"699","Staybridge Suites Washington DC East - Largo","(240) 563-0831","9401 Lottsford Rd","Upper Marlboro, MD 20774","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=nhklr&_PMID=99601036&cm_mmc=ypm"
"706","Leominster Motor Inn","(978) 537-1741","665 Central St","Leominster, MA 01453","http://www.leominstermotorinn.com"
"708","Sheraton Commander Hotel","(617) 714-9571","16 Garden Street","Cambridge, MA 02138","http://sheratoncommander.com"
"709","Crowne Plaza Boston - Woburn","(339) 298-8683","15 Middlesex Canal Park","Woburn, MA 01801","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=bosms&_PMID=99601036&cm_mmc=ypm"
"710","Hotel Indigo Boston Garden","(617) 939-0694","280 Friend St","Boston, MA 02114","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=bosfs&_PMID=99601036&cm_mmc=ypm"
"711","Staybridge Suites Boston-Quincy","(857) 995-9782","1 Arlington St","Quincy, MA 02171","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=bosqy&_PMID=99601036&cm_mmc=ypm"
"712","avid hotels Boston Logan Airport - Revere","(617) 819-7412","405 American Legion Hwy","Revere, MA 02151","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=bosvi&_PMID=99601036&cm_mmc=ypm"
"713","Staybridge Suites Boston Logan Airport - Revere","(857) 758-4231","245 Revere Beach Pkwy","Revere, MA 02151","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=bosrb&_PMID=99601036&cm_mmc=ypm"
"714","Candlewood Suites West Springfield","(413) 351-2255","572 Riverdale St","West Springfield, MA 01089","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=sfpcw&_PMID=99601036&cm_mmc=ypm"
"715","Candlewood Suites Boston North Shore - Danvers","(978) 560-3626","238 Andover St","Danvers, MA 01923","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=bosdv&_PMID=99601036&cm_mmc=ypm"
"716","InterContinental Boston","(617) 865-0931","510 Atlantic Ave","Boston, MA 02210","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=bosha&_PMID=99601036&cm_mmc=ypm"
"717","Mariners House","(617) 227-3979","11 North Sqaure","Boston, MA 02113","http://marinershouse.org"
"743","Regency Inn","(989) 777-2121","5655 Dixie Hwy","Saginaw, MI 48601",NA
"744","Canterbury Chateau Bed & Breakfast","(810) 516-2120","5050 Kintyre Ln","Brighton, MI 48116","http://www.canterburychateau.com"
"745","Staybridge Suites Detroit - Novi","(248) 277-5342","27000 Providence Pkwy","Novi, MI 48374","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=dttgw&_PMID=99601036&cm_mmc=ypm"
"747","Staybridge Suites Grand Rapids - Airport","(616) 333-8437","3000 Lake Eastbrook Blvd SE","Grand Rapids, MI 49512","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=grrmi&_PMID=99601036&cm_mmc=ypm"
"752","Crowne Plaza Auburn Hills","(248) 221-1939","1500 N Opdyke Rd","Auburn Hills, MI 48326","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=dttah&_PMID=99601036&cm_mmc=ypm"
"754","Staybridge Suites Detroit-Utica","(586) 544-4479","46155 Utica Park Blvd","Utica, MI 48315","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=uizpb&_PMID=99601036&cm_mmc=ypm"
"755","Staybridge Suites Lansing-Okemos","(517) 334-0271","3553 Meridian Crossings","Okemos, MI 48864","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=lanom&_PMID=99601036&cm_mmc=ypm"
"760","Staybridge Suites Kalamazoo","(269) 220-7970","2001 Seneca Ln","Kalamazoo, MI 49008","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=azosb&_PMID=99601036&cm_mmc=ypm"
"762","Crowne Plaza Lansing West","(517) 619-1540","925 S Creyts Rd","Lansing, MI 48917","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=lancp&_PMID=99601036&cm_mmc=ypm"
"767","Staybridge Suites Dearborn MI","(313) 406-8457","24105 Michigan Ave","Dearborn, MI 48124","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=dttjj&_PMID=99601036&cm_mmc=ypm"
"774","Kuehn Rental","(507) 536-9800","5020 Hwy 52 N","Rochester, MN 55901","http://kuehnrentals.com"
"776","InterContinental Saint Paul Riverfront","(763) 297-3815","11 Kellogg Blvd E","Saint Paul, MN 55101","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=mspsp&_PMID=99601036&cm_mmc=ypm"
"777","Crowne Plaza Suites MSP Airport - Mall of America","(651) 346-0909","3 Appletree Sq","Minneapolis, MN 55425","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=mspia&_PMID=99601036&cm_mmc=ypm"
"779","Blue Ribbon Business Travel International","(952) 835-2724","3601 W 76th St Suite 190","Edina, MN 55435","http://www.blueribbontravel.com"
"781","Crowne Plaza Minneapolis West","(952) 213-0477","3131 Campus Dr","Minneapolis, MN 55441","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=msppm&_PMID=99601036&cm_mmc=ypm"
"782","Staybridge Suites Minneapolis-Bloomington","(651) 477-8012","5150 American Blvd W","Minneapolis, MN 55437","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=mspbl&_PMID=99601036&cm_mmc=ypm"
"783","Staybridge Suites Eagan Arpt South - Mall Area","(651) 427-6362","4675 Rahncliff Rd","Saint Paul, MN 55122","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=eagrc&_PMID=99601036&cm_mmc=ypm"
"784","Staybridge Suites Mpls-Maple Grove/Arbor Lakes","(952) 800-1831","7821 Elm Creek Blvd N","Maple Grove, MN 55369","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=mspmg&_PMID=99601036&cm_mmc=ypm"
"788","Americinn Motel & Suites St. Peter","(507) 519-0928","700 N Minnesota Ave","Saint Peter, MN 56082","http://www.americinn.com/hotels/MN/StPeter"
"790","Staybridge Suites Rochester - Commerce DR NW","(507) 405-2570","2350 Commerce Dr NW","Rochester, MN 55901","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rstsb&_PMID=99601036&cm_mmc=ypm"
"793","InterContinental Minneapolis - St. Paul Airport","(952) 521-1685","5005 Glumack Drive","Minneapolis, MN 55450","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=mspha&_PMID=99601036&cm_mmc=ypm"
"796","Hotel Indigo Rochester – Mayo Clinic Area","(507) 405-2174","220 Broadway Ave S","Rochester, MN 55904","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=rstdt&_PMID=99601036&cm_mmc=ypm"
"797","avid hotels Roseville - Minneapolis North","(844) 337-8741","3015 Centre Pointe Dr","Roseville, MN 55113","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=mspav&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-va-_-MSPAV&glat=MEDI"
"798","Staybridge Suites Rochester - St Mary’s Area","(507) 512-6167","101 11th Ave SW","Rochester, MN 55902","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rstss&_PMID=99601036&cm_mmc=ypm"
"799","EVEN Hotel Rochester – Mayo Clinic Area","(507) 512-1880","101 11th Ave SW","Rochester, MN 55902","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=rstev&_PMID=99601036&cm_mmc=ypm"
"800","Candlewood Suites Lakeville I-35","(763) 319-8420","21060 Keswick Loop","Lakeville, MN 55044","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=msplv&_PMID=99601036&cm_mmc=ypm"
"801","Candlewood Suites Rochester Mayo Clinic Area","(507) 405-2425","1640 Broadway Ave S","Rochester, MN 55904","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=rstcw&_PMID=99601036&cm_mmc=ypm"
"808","Western Inn Express","(601) 894-1111","28077 Highway 28","Hazlehurst, MS 39083","http://www.magnusonhotels.com/hotel-detail.cfm?pcode=M19946"
"810","Rising Sun Bed and Breakfast","(601) 870-3159","303 N Pearl St","Natchez, MS 39120",NA
"816","Staybridge Suites Jackson","(769) 333-5953","801 Ridgewood Rd","Ridgeland, MS 39157","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=janss&_PMID=99601036&cm_mmc=ypm"
"818","B And B Extended Stay Lodging And Cabins","(228) 475-2136","4608 Old Saracennia Rd","Moss Point, MS 39563","http://bandbextendedstay.com"
"827","Candlewood Suites Memphis - Southaven","(901) 519-3738","6753 Airways Blvd","Southaven, MS 38671","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=svncw&_PMID=99601036&cm_mmc=ypm"
"834","Hotel Indigo Hattiesburg","(601) 255-9615","103 S 30th Ave","Hattiesburg, MS 39401","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=hbgsh&_PMID=99601036&cm_mmc=ypm"
"843","Hilty Inn Bed And Breakfast","(573) 378-2020","206 E Jasper St","Versailles, MO 65084","http://www.hiltyinnbedandbreakfast.com"
"844","Shelton Travel Service, Inc.","(816) 753-4888","4800 Belleview Ave","Kansas City, MO 64112","http://www.sheltontravel.com"
"846","Candlewood Suites St. Louis - St. Charles","(844) 354-3446","1800 Zumbehl Rd","Saint Charles, MO 63303","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=stlom&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-cw-_-STLOM&glat=MEDI"
"847","Crowne Plaza Kansas City Downtown","(816) 477-7431","1301 Wyandotte St","Kansas City, MO 64105","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=mkcws&_PMID=99601036&cm_mmc=ypm"
"850","Staybridge Suites Columbia-Hwy 63 & I-70","(573) 615-3686","805 N Keene St","Columbia, MO 65201","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=couks&_PMID=99601036&cm_mmc=ypm"
"854","Candlewood Suites St. Robert","(573) 232-2100","140 Carmel Valley Way","Saint Robert, MO 65584","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=srtsc&_PMID=99601036&cm_mmc=ypm"
"856","Candlewood Suites Jefferson City","(573) 415-9742","3514 Amazonas Dr","Jefferson City, MO 65109","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=jeftb&_PMID=99601036&cm_mmc=ypm"
"858","Candlewood Suites Joplin","(417) 609-0463","3512 S Range Line Rd","Joplin, MO 64804","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=jnlsr&_PMID=99601036&cm_mmc=ypm"
"860","Travelodge","(417) 336-3255","3245 Falls Pkwy","Branson, MO 65616","http://www.lodgeatthefalls.com"
"862","Crowne Plaza St. Louis Airport","(314) 714-4028","11228 Lone Eagle Dr","Bridgeton, MO 63044","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=stlap&_PMID=99601036&cm_mmc=ypm"
"877","Port Polson Inn","(406) 883-5385","49825 US Highway 93","Polson, MT 59860","http://www.portpolsoninn.com"
"878","Sundowner Inn","(406) 201-7144","1018 Front St","Forsyth, MT 59327","https://www.forsythsundownerinn.co"
"879","Staybridge Suites Missoula","(406) 540-1329","120 Expressway","Missoula, MT 59808","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=msusb&_PMID=99601036&cm_mmc=ypm"
"882","Candlewood Suites Sidney","(406) 630-5770","201 6th St NW","Sidney, MT 59270","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=sdycw&_PMID=99601036&cm_mmc=ypm"
"883","Picture Court Motel","(406) 962-0175","4605 Sticka Cir","Billings, MT 59106",NA
"884","Staybridge Suites Great Falls","(406) 205-3526","201 3rd St NW","Great Falls, MT 59404","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=gtfsb&_PMID=99601036&cm_mmc=ypm"
"885","Heights Inn Motel","(406) 318-9490","1206 Main St","Billings, MT 59105","http://heightsinnmotel.com"
"886","Big Sky Motel","(406) 822-4831","103 4th Ave E","Superior, MT 59872","http://www.bigskymotel.net"
"887","Best Western Plus Butte Plaza Inn","(406) 565-4656","2900 Harrison Ave","Butte, MT 59701","https://www.bestwestern.com/en_US/book/hotel-details.27065.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:27065"
"894","Hotel Quality Inn Of Red Lodge","(406) 446-4469","612 N Broadway Ave","Red Lodge, MT 59068","https://www.choicehotels.com/montana/red-lodge/comfort-inn-hotels/mt010?source=yext"
"895","Comfort Inn Missoula","(406) 549-1800","4805 N Reserve St","Missoula, MT 59808","http://www.choicehotels.com/mt118"
"898","Crowne Plaza Hotel","(406) 252-7400","27 N 27th St","Billings, MT 59101","http://www.crowneplaza.com"
"899","O-Z Motel","(406) 225-3364","114 N Main Ave","Boulder, MT 59632","http://sardogsus.org"
"901","Days Inn Of West Yellowstone","(406) 646-7656","301 Madison Ave","West Yellowstone, MT 59758","https://yellowstonedaysinn.com"
"902","Fairmont Hot Springs Resort","(406) 797-3241","1500 Fairmont Rd","Anaconda, MT 59711","http://www.fairmontmontana.com"
"903","Jorgenson's Inn & Suites","(406) 442-1770","1714 11th Avenue","Helena, MT 59601","http://www.jorgensonsinn.com"
"911","Capri Inn & Suites","(402) 228-8808","3721 N 6th St","Beatrice, NE 68310","http://www.capricomfort.com/"
"913","Arbor Day Farm / Lied Lodge & Conference Center","(402) 873-8733","2700 Sylvan Rd","Nebraska City, NE 68410","http://www.arbordayfarm.org"
"914","Staybridge Suites Omaha 80th and Dodge","(402) 557-0359","7825 Davenport St","Omaha, NE 68114","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=omads&_PMID=99601036&cm_mmc=ypm"
"915","Staybridge Suites Lincoln Northeast","(402) 782-4748","1501 N 86th St","Lincoln, NE 68505","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=lnksb&_PMID=99601036&cm_mmc=ypm"
"919","EVEN Hotels Omaha Downtown","(402) 915-0362","2220 Farnam St","Omaha, NE 68102","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=omadt&_PMID=99601036&cm_mmc=ypm"
"920","Staybridge Suites Omaha West","(402) 939-6729","2720 Oak Dr","Omaha, NE 68130","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=omawp&_PMID=99601036&cm_mmc=ypm"
"923","Hotel Indigo Omaha Downtown","(402) 206-2676","1802 Dodge St","Omaha, NE 68102","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=omasd&_PMID=99601036&cm_mmc=ypm"
"924","Crowne Plaza Kearney","(308) 251-4561","707 W Talmadge Rd","Kearney, NE 68845","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=eartm&_PMID=99601036&cm_mmc=ypm"
"925","Candlewood Suites Kearney","(308) 371-3066","210 4th Ave","Kearney, NE 68845","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=earts&_PMID=99601036&cm_mmc=ypm"
"926","Candlewood Suites Omaha Airport","(402) 819-4790","2601 Abbott Plz","Omaha, NE 68110","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=omaad&_PMID=99601036&cm_mmc=ypm"
"927","Candlewood Suites Lincoln","(402) 782-4245","4100 Pioneer Woods Dr","Lincoln, NE 68506","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=lnkcw&_PMID=99601036&cm_mmc=ypm"
"928","Candlewood Suites Grand Island","(308) 210-9578","859 Allen Dr","Grand Island, NE 68803","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=grigi&_PMID=99601036&cm_mmc=ypm"
"929","Candlewood Suites Omaha - Millard Area","(402) 509-5220","13003 I St","Omaha, NE 68137","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=omacw&_PMID=99601036&cm_mmc=ypm"
"930","Candlewood Suites Bellevue","(402) 913-3889","10902 S 15th St","Bellevue, NE 68123","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=bvuch&_PMID=99601036&cm_mmc=ypm"
"944","Staybridge Suites Reno","(775) 260-2267","10559 Professional Cir","Reno, NV 89521","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rnocd&_PMID=99601036&cm_mmc=ypm"
"945","Pony Express Lodge","(775) 358-7110","2406 Prater Way","Sparks, NV 89431","http://www.renosparkslodge.com"
"946","Staybridge Suites Las Vegas","(725) 239-1198","5735 Dean Martin Dr","Las Vegas, NV 89118","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=lasru&_PMID=99601036&cm_mmc=ypm"
"947","Staybridge Suites Carson City - Tahoe Area","(775) 227-8831","972 Retail Ct","Carson City, NV 89706","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=csnbr&_PMID=99601036&cm_mmc=ypm"
"948","Candlewood Suites Las Vegas - E Tropicana","(725) 220-0711","185 E Tropicana Ave","Las Vegas, NV 89109","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=lastr&_PMID=99601036&cm_mmc=ypm"
"949","Candlewood Suites Winnemucca","(775) 458-0590","460 E Winnemucca Blvd","Winnemucca, NV 89445","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wmcnv&_PMID=99601036&cm_mmc=ypm"
"951","Manor Suites Inc.","(702) 208-9161","7230 Las Vegas Blvd S","Las Vegas, NV 89119","http://www.manorsuites.com"
"957","Silver Dollar Motor Lodge","(775) 323-6875","817 N Virginia St","Reno, NV 89501","http://www.renosparkslodge.com"
"959","Gateway Inn","(775) 747-4220","1275 Stardust St","Reno, NV 89503",NA
"964","Pony Express Lodge","(775) 621-5603","2406 Prater Way","Sparks, NV 89431","http://www.renosparkslodge.com"
"965","Comstock Lodge","(775) 847-0233","875 S C St","Virginia City, NV 89440","http://comstocklodge.com"
"978","EVEN Hotel Manchester Airport","(603) 836-0594","55 John E Devine Dr","Manchester, NH 03103","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=mhtdd&_PMID=99601036&cm_mmc=ypm"
"982","Park View Inn","(603) 898-5632","109 S Broadway","Salem, NH 03079","http://www.parkviewinn.com"
"992","Henniker House","(603) 428-3198","10 Ramsdell Rd","Henniker, NH 03242","http://www.hennikerhouse.com"
"993","Fairfield Inn & Suites","(603) 224-4011","4 Gulf St","Concord, NH 03301","http://www.marriott.com/hotels/travel/mhtfc-fairfield-inn-concord"
"994","The Stone Gable Inn","(603) 926-6883","869 Lafayette Rd","Hampton, NH 03842",NA
"995","Slumber Manor Motel","(603) 964-5707","53 Lafayette Rd","North Hampton, NH 03862",NA
"996","Brownies Motel","(603) 926-2332","180 Ashworth Ave","Hampton, NH 03842","http://www.brownieshotelhamptonbeach.com"
"997","Mt. Coolidge Motel","(603) 745-8052","386 Us Route 3","Lincoln, NH 03251","http://www.mtcoolidgemotel.com"
"998","Eighteen-Thirty House Motel","(603) 478-3135","626 W Main St","Hillsborough, NH 03244",NA
"999","Fairfield Inn & Suites","(603) 606-5485","8 Bell Ave","Hooksett, NH 03106","http://www.fairfieldinn.com/mhtho"
"1000","Hi-Vu Motor Inn","(603) 332-1230","157 Rochester Hill Rd","Rochester, NH 03867",NA
"1001","Meadowlark Motor Court","(603) 745-2451","181 Daniel Webster Hwy","North Woodstock, NH 03262","http://www.meadowlarknh.com"
"1002","America's Best Inns and Suites Portsmouth","(603) 431-4400","383 Woodbury Ave","Portsmouth, NH 03801",NA
"1003","Henniker Motel","(603) 428-3536","61 Craney Pond Rd","Henniker, NH 03242","http://www.hennikermotel.com"
"1004","The Lodge At Jackson Village","(603) 383-0999","RR 16","Jackson, NH 03846","https://www.ilovethelodge.com"
"1005","Accommodations Plus","(603) 926-1867","9 Highland Ave","Hampton, NH 03842","http://helenbythebeach.com"
"1012","Cinnaminson Motor Lodge","(856) 320-5406","1905 Route 130 S","Cinnaminson, NJ 08077","http://www.cinnaminsonmotel.com"
"1013","Staybridge Suites Cranbury-South Brunswick","(609) 722-7555","1272 S River Rd","Cranbury, NJ 08512","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=jmbcr&_PMID=99601036&cm_mmc=ypm"
"1014","Staybridge Suites Philadelphia-Mt. Laurel","(856) 724-4162","4115 Church Rd","Mount Laurel, NJ 08054","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=blnml&_PMID=99601036&cm_mmc=ypm"
"1015","Staybridge Suites North Brunswick","(848) 274-2134","2195 U. S. Highway 1 South","North Brunswick, NJ 08902","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=nbkts&_PMID=99601036&cm_mmc=ypm"
"1016","Howard Johnson Expess Inn Blackwood","(856) 352-5318","832 N Black Horse Pike","Blackwood, NJ 08012","https://www.wyndhamhotels.com/hojo/blackwood-new-jersey/howard-johnson-express-inn-blackwood/overview?CID=LC:HJ:20160927:Rio:Local&iata=00065402"
"1017","Crowne Plaza Edison","(732) 395-7651","2055 State Route 27","Edison, NJ 08817","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=edscp&_PMID=99601036&cm_mmc=ypm"
"1018","Crowne Plaza Englewood","(201) 578-5770","401 S Van Brunt St","Englewood, NJ 07631","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=engnj&_PMID=99601036&cm_mmc=ypm"
"1019","Candlewood Suites Secaucus - Meadowlands","(551) 529-4087","279 Secaucus Rd","Secaucus, NJ 07094","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=nycnj&_PMID=99601036&cm_mmc=ypm"
"1020","Crowne Plaza Princeton - Conference Center","(609) 853-4778","900 Scudders Mill Rd","Plainsboro, NJ 08536","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=ttnpl&_PMID=99601036&cm_mmc=ypm"
"1021","Crowne Plaza Saddle Brook","(551) 336-4816","50 Kenny Pl","Saddle Brook, NJ 07663","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=sadnj&_PMID=99601036&cm_mmc=ypm"
"1022","Richard I. Wood Agency","(732) 223-3333","535 E Main St","Manasquan, NJ 08736","http://www.woodagencyhomes.com"
"1023","Candlewood Suites Bordentown-Trenton","(609) 496-5998","200 Rising Sun Rd","Bordentown, NJ 08505","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=ttnbt&_PMID=99601036&cm_mmc=ypm"
"1025","Crowne Plaza Newark Airport","(908) 677-6056","901 Spring St","Elizabeth, NJ 07201","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=ewrsp&_PMID=99601036&cm_mmc=ypm"
"1026","Beverly Courts Motel","(609) 952-6643","4272 Route 130","Willingboro, NJ 08046",NA
"1031","Boundary Motel","(973) 584-4721","408 Us Highway 46","Mine Hill, NJ 07803","http://boundary-motel.edan.io"
"1033","Chestnut Hill on the Delaware","(888) 333-2242","63 Church St","Milford, NJ 08848","http://www.chestnuthillnj.com"
"1035","Port Royal Hotel","(609) 391-2429","6801 Ocean Ave","Wildwood Crest, NJ 08260","https://www.moreyspiers.com/hotels/port-royal"
"1036","North Shore Inn","(609) 494-5001","806 Central Ave","Barnegat Light, NJ 08006","http://www.northshoreinn.com"
"1037","Beauty Rest Motel","(732) 339-3176","520 Us Highway 1","Edison, NJ 08817","http://www.beautyrestmotel.com"
"1046","Satellite Inn","(575) 404-1388","2224 N White Sands Blvd","Alamogordo, NM 88310","http://satelliteinnnm.com"
"1047","Staybridge Suites Albuquerque North","(505) 225-7156","5817 Signal Ave NE","Albuquerque, NM 87113","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=abqar&_PMID=99601036&cm_mmc=ypm"
"1048","Candlewood Suites Roswell New Mexico","(575) 244-9267","4 Military Heights Dr","Roswell, NM 88201","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=rswcw&_PMID=99601036&cm_mmc=ypm"
"1049","Staybridge Suites Albuquerque - Airport","(505) 545-6690","1350 Sunport Pl SE","Albuquerque, NM 87106","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=abqtw&_PMID=99601036&cm_mmc=ypm"
"1050","Staybridge Suites Las Cruces","(575) 339-2640","2651 Northrise Dr","Las Cruces, NM 88011","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=lrush&_PMID=99601036&cm_mmc=ypm"
"1051","Crowne Plaza Albuquerque","(505) 633-0762","1901 University Blvd NE","Albuquerque, NM 87102","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=abqcp&_PMID=99601036&cm_mmc=ypm"
"1056","Candlewood Suites Carlsbad South","(575) 414-1317","3711 San Jose Blvd","Carlsbad, NM 88220","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=cnmcw&_PMID=99601036&cm_mmc=ypm"
"1071","Forest Home Cabins","(575) 257-4504","436 Main Rd","Ruidoso, NM 88345","http://www.foresthomecabins.com"
"1080","Saxon","(607) 260-0242","1 Ford St","Alfred, NY 14802",NA
"1081","Crowne Plaza Lake Placid","(518) 619-8090","101 Olympic Dr","Lake Placid, NY 12946","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=lkpny&_PMID=99601036&cm_mmc=ypm"
"1082","Harborside Motel","(631) 887-3004","371 W Lake Dr","Montauk, NY 11954","http://www.montaukharborside.com"
"1083","InterContinental New York Barclay","(855) 443-4505","111 E 48th St","New York, NY 10017","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=nycha&_PMID=99601036&cm_mmc=ypm"
"1084","Crowne Plaza Syracuse","(315) 925-4085","701 E Genesee St","Syracuse, NY 13210","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=syrcp&_PMID=99601036&cm_mmc=ypm"
"1085","Staybridge Suites Buffalo","(716) 271-9827","164 Slade Ave","Buffalo, NY 14224","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=bufws&_PMID=99601036&cm_mmc=ypm"
"1086","Staybridge Suites Rochester University","(585) 565-9229","1000 Genesee St","Rochester, NY 14611","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rocba&_PMID=99601036&cm_mmc=ypm"
"1087","Staybridge Suites Corning","(607) 654-0033","201 Townley Ave","Corning, NY 14830","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=crnss&_PMID=99601036&cm_mmc=ypm"
"1088","Staybridge Suites Syracuse (Liverpool)","(315) 925-5408","439 Electronics Pkwy","Liverpool, NY 13088","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=syree&_PMID=99601036&cm_mmc=ypm"
"1089","InterContinental New York Times Square","(917) 970-7205","300 W 44th St","New York, NY 10036","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=nychc&_PMID=99601036&cm_mmc=ypm"
